video_name,question_id,question,answer,type
p1QGn0IzfW0,v_p1QGn0IzfW0_6,what is the name of the activity in the video,parallel bars movement,8
pKOy4HJwCqo,v_pKOy4HJwCqo_6,what is the name of the activity in the video,surfing,8
-pK2JheWido,v_-pK2JheWido_6,what is the name of the activity in the video,skiing,8
Pr5K2Jh2X94,v_Pr5K2Jh2X94_6,what is the name of the activity in the video,three step jump,8
pMtu7fOHdII,v_pMtu7fOHdII_6,what is the name of the activity in the video,ice hockey,8
xS4twW2gXqc,v_xS4twW2gXqc_7,what is the number of people in red clothes,705,8
jt-Vnap5KP4,v_jt-Vnap5KP4_1,what is the old man doing in the video,mouthpiece,0
d_A-ylxNbFU,v_d_A-ylxNbFU_10,what kind of drink does the person in the video take,budweiser,5
Of2Umm79Kxg,v_Of2Umm79Kxg_7,what is the person in the video holding,wrench,8
d_A-ylxNbFU,v_d_A-ylxNbFU_4,what is behind the person in the video,wall,1
-YwrMtiqHKg,v_-YwrMtiqHKg_4,what is on top of the person in the video,ceiling,1
yUvSujxnFE0,v_yUvSujxnFE0_4,what is on top of the person in the video,sky,1
1YU4MSK80cQ,v_1YU4MSK80cQ_1,what's the person in a black vest doing in the video,parallel bars exercise,0
qWgF9hxNbP8,v_qWgF9hxNbP8_1,what's the person in a black vest doing in the video,boxing match,0
ZgdMnfTqblw,v_ZgdMnfTqblw_1,what's the person in a black vest doing in the video,play basketball,0
G0VWk5WqDp0,v_G0VWk5WqDp0_1,what's the person in a blue hoodie doing,throwing javelin,0
Z-sWZUYL0ZU,v_Z-sWZUYL0ZU_1,what's the person in a gray coat doing,wiping cupboard,0
qZMcbBsQorE,v_qZMcbBsQorE_1,what's the person in a gray vest doing,take exercise,0
V6Sy8zpJSuc,v_V6Sy8zpJSuc_1,what's the person in a hat doing in the video,seal carpets,0
qZtdMXkHRXw,v_qZtdMXkHRXw_1,what's the person in a white shirt doing,throwing darts,0
Es3PxD9oi4I,v_Es3PxD9oi4I_1,what's the person in a white hat doing,water polo,0
hIYN8cC3pEA,v_hIYN8cC3pEA_1,what's the person in a white vest doing,poweriser,0
qSP3_C7QWpU,v_qSP3_C7QWpU_1,what's the person in a white vest doing,boxing match,0
6JZVpl2S2Mg,v_6JZVpl2S2Mg_8,what is the person in the video wearing on the right hand ,hair rope,5
PJ7HOHdOdy4,v_PJ7HOHdOdy4_1,what is the unclothed person in the video doing,wash socks,0
eKdtOKqLMRE,v_eKdtOKqLMRE_4,what is under the person's foot in the video,toilet paper,1
K5jY2chByPw,v_K5jY2chByPw_10,what is the hairstyle of the person in the video,braided hair,8
YaC68rE4lwA,v_YaC68rE4lwA_10,what is the hairstyle of the person in the video,curly hair,8
ej_fSoVO0R8,v_ej_fSoVO0R8_6,what is the job of the person in the video,pastry master,8
eKdtOKqLMRE,v_eKdtOKqLMRE_6,what is the job of the person in the video,charlie adams,8
SjlILJ2st-I,v_SjlILJ2st-I_4,what is on the right of the player ,audience,1
W2Mh01F3K5c,v_W2Mh01F3K5c_8,what is the job the person in black clothes,decorator,8
-Fk62y-1WHo,v_-Fk62y-1WHo_1,what is the person doing,play musical instrument,0
FtRGOgg0Qh8,v_FtRGOgg0Qh8_4,what is behind the person,window,1
FkbpD1zWdPw,v_FkbpD1zWdPw_4,what is behind the athlete,spectator seats,1
H_IfIsKQ3Zw,v_H_IfIsKQ3Zw_9,what is the relationship of the people in the video,colleague,8
I3tqWc5wG78,v_I3tqWc5wG78_6,what is the relationship of the people in the video,friend,8
auO4r3De6vc,v_auO4r3De6vc_7,what is the relationship of the person and the dog,partner,8
idkQqlwyff8,v_idkQqlwyff8_6,what is the relationship of the woman and the black dog,master and servant,8
4LpqPUWHH5k,v_4LpqPUWHH5k_10,what is the relationship of the players in the video,opponent,5
JbW8efAOOt0,v_JbW8efAOOt0_10,what is the relationship of the people in the video,friend,8
AjizhJc_reI,v_AjizhJc_reI_8,what is the relationship of the person in white and the person in red,mother and daughter,8
HQVSLlKhupk,v_HQVSLlKhupk_8,what is the relationship of the people in green,teammate,8
sk_pnoqXxhs,v_sk_pnoqXxhs_10,what is the relationship of the people in the video,whole family,8
RgiVa9GMYxE,v_RgiVa9GMYxE_10,what is the relationship of the people in the video,family,8
j81ndpMC9gI,v_j81ndpMC9gI_10,what is the relationship of the people in the video,spouse,8
jbCQY7V7O1s,v_jbCQY7V7O1s_10,what is the relationship of the people in the video,family,8
blbaWHbtqTI,v_blbaWHbtqTI_10,what is the relationship of the people in the video,smoke friend,8
jhy6npIdn5o,v_jhy6npIdn5o_10,what is the relationship of the people in the video,family,8
rGOOlcdpfLg,v_rGOOlcdpfLg_10,what is the relationship of the people in the video,family,8
b0qGo-HT5iQ,v_b0qGo-HT5iQ_7,what is the relationship of the people in the video,doctor patient relationship,8
JcAAwYpJhm8,v_JcAAwYpJhm8_10,what is the relationship of the people in the video,family,8
PBYg9ekd86w,v_PBYg9ekd86w_10,what is the relationship of the people in the video,friend,8
JGxf-jke0e8,v_JGxf-jke0e8_10,what is the relationship of the people in the video,family,8
NDq29HQJVP0,v_NDq29HQJVP0_8,what is the relationship of the people in white,teammate,8
nc_NMp3vAH0,v_nc_NMp3vAH0_7,what is the relationship of the people in white,teammate,8
pVuuVHA3RVw,v_pVuuVHA3RVw_9,what is the relationship of the players,opponent,8
pop8YCGQpWk,v_pop8YCGQpWk_9,what is the relationship of the players,opponent,8
pmmQuksmTvw,v_pmmQuksmTvw_7,what is the relationship of the players,opponent,8
Pr5K2Jh2X94,v_Pr5K2Jh2X94_8,what is the relationship of the players,opponent,8
cYvFlrAnlzA,v_cYvFlrAnlzA_9,what is the relationship of the four people in the video,friend,8
P5D9S9NzQ28,v_P5D9S9NzQ28_7,what is the relationship of the people in the video,teaching relationship,8
wcxEkMoOmBk,v_wcxEkMoOmBk_7,what is the relationship of the people in the video,friend,8
i5qTK0mInTc,v_i5qTK0mInTc_10,what is the relationship of the people in the video,friend,8
BMy7CBVxH5M,v_BMy7CBVxH5M_7,what is the relationship of the people in the video,colleague,5
WNgI2qBvPrY,v_WNgI2qBvPrY_7,what is the relationship of the people in the video,mother and daughter,8
Woelo4XJkHE,v_Woelo4XJkHE_7,what is the relationship of the people in the video,father and son,8
I16FTpQQiic,v_I16FTpQQiic_10,what is the relationship of the people in the video,friend,8
4UdxT6Zmero,v_4UdxT6Zmero_9,what is the relationship of the people in the video,whole family,8
P2xT7dlyX8Y,v_P2xT7dlyX8Y_7,what is the relationship of the people on the stage,partner,8
uIHWHnItois,v_uIHWHnItois_9,what is the relationship of the seven people in the video,friend,8
uJ4OZfCjViM,v_uJ4OZfCjViM_8,what is the relationship of the three people in the video,brother,8
uktUeF3Fy7o,v_uktUeF3Fy7o_9,what is the relationship of the three people in the video,friend,8
PJ7HOHdOdy4,v_PJ7HOHdOdy4_10,what is the relationship of the three people in the video,friend,8
EXPYu9bfNcE,v_EXPYu9bfNcE_7,what is the relationship of the two girls in the video,colleague,5
VSsZZZHn1L0,v_VSsZZZHn1L0_7,what is the relationship of the two people,friend,8
9ZVWD0ZKXZg,v_9ZVWD0ZKXZg_9,what is the relationship of the two people,partner,5
_fLhtWSCaSo,v__fLhtWSCaSo_8,what is the relationship of the two people,colleague,8
Df7AnfIEhYw,v_Df7AnfIEhYw_10,what is the relationship of the two people,friend,5
zH1MiuiTsx8,v_zH1MiuiTsx8_10,what is the relationship of the two people in the video,father and son,8
ZJnXQw84xvo,v_ZJnXQw84xvo_9,what is the relationship of the two people in the video,mother and daughter,8
b_mWxzi_aps,v_b_mWxzi_aps_9,what is the relationship of the two people in the game,opponent,8
cQgP0-Id-p4,v_cQgP0-Id-p4_8,what is the relationship of the two people in the video,friend,8
teffBaLEZQg,v_teffBaLEZQg_8,what is the relationship of the two people in the video,friend,8
er5jUsRr4y0,v_er5jUsRr4y0_8,what is the relationship of the two people in the video,friend,8
afMQA352X_A,v_afMQA352X_A_7,what is the relationship of the two people in the video,friend,8
4LoAbHdHWqM,v_4LoAbHdHWqM_10,what is the relationship of the two people in the video,father and daughter,8
TtewPltwuXw,v_TtewPltwuXw_8,what is the relationship of the two people in the video,friend,8
d4sX1jnL4BY,v_d4sX1jnL4BY_10,what is the relationship of the two people in the video,friend,8
AB5cWhlQ0Kk,v_AB5cWhlQ0Kk_8,what is the relationship of the two people in the video,friend,5
ufrTSC3Dewg,v_ufrTSC3Dewg_9,what is the relationship of the two people in the video,father and son,8
MonWdYi3a0I,v_MonWdYi3a0I_7,what is the relationship of the two people in the video,lovers,8
W2Mh01F3K5c,v_W2Mh01F3K5c_9,what is the relationship of the two people in the video,colleague,8
8IrulONeC28,v_8IrulONeC28_9,what is the relationship of the two people in the video,friend,5
BdRH3lpopLQ,v_BdRH3lpopLQ_10,what is the relationship of the two teams on the field,opponent,5
FaP7unySMOs,v_FaP7unySMOs_7,what is the relationship of the people,classmate,5
ds3mAmUPxYA,v_ds3mAmUPxYA_8,what is the relationship of the people,partner,8
09ocXmGF-T4,v_09ocXmGF-T4_6,what is the relationship of the two people,father and son,8
DOI6tsATsE4,v_DOI6tsATsE4_7,what is the relationship of the two people,friend,5
9eniCub7u60,v_9eniCub7u60_9,what is the relationship of the two people,dancing partner,5
iAes5SVj_Fg,v_iAes5SVj_Fg_6,what is the relationship of the two people in red,friend,8
cQgP0-Id-p4,v_cQgP0-Id-p4_4,what is on the right of the man in the video,video player,1
CuLC5G7yWxA,v_CuLC5G7yWxA_4,what is on the right of the woman in the video,computer,1
sfbgZOHLkII,v_sfbgZOHLkII_4,what is on the right of the woman in the video,row of fences,1
d6gGZFQOxOg,v_d6gGZFQOxOg_4,what is on the right of the person in green clothes,wall,1
penDFcEdu7U,v_penDFcEdu7U_4,what is on the right of the person in white clothes,tree,1
AwcM25G1h-g,v_AwcM25G1h-g_10,how dangerous is the activity of archery,secondary,8
LjPKKqe-VO0,v_LjPKKqe-VO0_10,how dangerous is the activity of gymnastics ,secondary,8
u0Dc0ZtudXY,v_u0Dc0ZtudXY_10,how dangerous is the activity of gymnastics ,lower,8
TGffgRXc1eQ,v_TGffgRXc1eQ_10,how dangerous is the activity of playing football,lower,8
DIVaPURJHPo,v_DIVaPURJHPo_10,how dangerous is the activity of rope skipping,low,8
tgPD2SZo_DY,v_tgPD2SZo_DY_10,how dangerous is the activity of running,low,8
TXSOSSGJYO0,v_TXSOSSGJYO0_10,how dangerous is the activity of running,low,8
hxErUs42bBI,v_hxErUs42bBI_10,how dangerous is the activity of skiing,much higher,8
fbr7v8RMkf8,v_fbr7v8RMkf8_8,how dangerous is the activity of skiing,low grade,8
dskswWtslKc,v_dskswWtslKc_8,how dangerous is the activity of surfing,secondary,8
1vTHJMMPZN0,v_1vTHJMMPZN0_10,how dangerous is the activity of surfing,secondary,8
3Nd3Aai1bVA,v_3Nd3Aai1bVA_10,how dangerous is the sport in the video,higher,8
Df7AnfIEhYw,v_Df7AnfIEhYw_6,how dangerous is the competition in the video,low,8
dGT_KGb0gyw,v_dGT_KGb0gyw_10,how dangerous is the game in the video,low grade,8
-vY2uUmv6Dk,v_-vY2uUmv6Dk_7,how dangerous is the sport in the video,higher,8
wE9sQbGdeAk,v_wE9sQbGdeAk_10,how dangerous is the sport in the video,much higher,8
uktUeF3Fy7o,v_uktUeF3Fy7o_10,how dangerous is the activity of surfing,high,8
1QIUV7WYKXg,v_1QIUV7WYKXg_10,how dangerous is the activity of throwing a javelin,secondary,8
tzP0lKSUv_o,v_tzP0lKSUv_o_10,how dangerous is the activity of weightlifting ,secondary,8
tRFK1BMKaRo,v_tRFK1BMKaRo_10,how dangerous is the activity of weightlifting ,lower,8
JB-ynj70saA,v_JB-ynj70saA_10,how dangerous is the activity in the video,secondary,8
SjlILJ2st-I,v_SjlILJ2st-I_10,how dangerous is the activity of cycling,much more dangerous,8
lYP05IRcOPE,v_lYP05IRcOPE_10,how dangerous is the activity of drifting,secondary,8
JR9LosQmMvg,v_JR9LosQmMvg_9,how dangerous is the sport in the video,danger,8
K49OCArHjXI,v_K49OCArHjXI_10,how dangerous is the sport in the video,security,8
JvPVYSb_5o8,v_JvPVYSb_5o8_10,how dangerous is the sport in the video,much higher,8
SJ7jk5XAjng,v_SJ7jk5XAjng_10,how dangerous is the activity in the video,bit safe,8
SPjv6P5fxug,v_SPjv6P5fxug_10,how dangerous is the activity of wrestling,much more dangerous,8
C7yd6yEkxXE,v_C7yd6yEkxXE_8,what is the role of wearing hat,protect head,8
V-46E7jMm-Y,v_V-46E7jMm-Y_10,how safe is this activity of archery,secondary,8
afMQA352X_A,v_afMQA352X_A_8,how safe is this activity of boxing,secondary,8
f2DS_AVorrY,v_f2DS_AVorrY_10,how safe is this activity of diving,secondary,8
d4sX1jnL4BY,v_d4sX1jnL4BY_7,how safe is this activity of diving,secondary,8
FEOdYNR4gls,v_FEOdYNR4gls_10,how safe is this activity of gymnastics,low,8
_SJOVswvGRc,v__SJOVswvGRc_8,how safe is this activity of playing football,security,8
ut1AoOzqL4k,v_ut1AoOzqL4k_10,how safe is this activity of long jump,secondary,8
vnZmsOgWs0o,v_vnZmsOgWs0o_7,how safe is this activity of skiing,secondary,8
OcL7ZhBCkxQ,v_OcL7ZhBCkxQ_9,how safe is this game in the video,commonly,8
OlR9S70AA74,v_OlR9S70AA74_7,how safe is this game in the video,commonly,8
OFTkwnSh-sQ,v_OFTkwnSh-sQ_8,how safe is this game in the video,secondary,8
OUxgs_QlPHE,v_OUxgs_QlPHE_10,how safe is this game in the video,secondary,8
cTxVTEzQDr8,v_cTxVTEzQDr8_6,how safe is this activity of skateboarding,danger,8
9UvVeUYQLgA,v_9UvVeUYQLgA_8,how safe is this game in the video,danger,8
FxpP7lqvm30,v_FxpP7lqvm30_10,how safe is this game in the video,secondary,8
390iVq_urQM,v_390iVq_urQM_8,how safe is this game in the video,danger,8
nhQTxZlzG1Q,v_nhQTxZlzG1Q_9,how safe is this game in the video,security,8
9G172wz5Yqo,v_9G172wz5Yqo_6,how safe is this game in the video,danger,8
9FQ-VLkCZo8,v_9FQ-VLkCZo8_7,how safe is this sport in the video,danger,8
xS4twW2gXqc,v_xS4twW2gXqc_6,how safe is this sport in the video,danger,8
26U3SkeZU6M,v_26U3SkeZU6M_8,how safe is this sport in the video,security,8
mSR-HpiJ0No,v_mSR-HpiJ0No_9,how safe is this sport in the video,security,8
nGKc2t-NMYc,v_nGKc2t-NMYc_9,how safe is this sport in the video,danger,8
mXqmRAUsn9U,v_mXqmRAUsn9U_7,how safe is this sport in the video,danger,8
75Tc1nPmZFQ,v_75Tc1nPmZFQ_7,how safe is this sport in the video,security,8
xizEiQZfJa4,v_xizEiQZfJa4_8,how safe is this sport in the video,security,8
nkWMBJC2Qec,v_nkWMBJC2Qec_9,how safe is this sport in the video,security,8
9k19UUJtldg,v_9k19UUJtldg_7,how safe is this sport in the video,security,8
N5Dt3ycaun4,v_N5Dt3ycaun4_7,how safe is this sport in the video,danger,8
54TIARWo-S8,v_54TIARWo-S8_7,how safe is this sport in the video,danger,8
9MN6GNhvwzA,v_9MN6GNhvwzA_9,how safe is this sport in the video,security,8
72_9wLYUDGM,v_72_9wLYUDGM_7,how safe is this sport in the video,secondary,8
MVA568rRjzQ,v_MVA568rRjzQ_8,how safe is this sport in the video,security,8
12Nafz_Yet4,v_12Nafz_Yet4_8,how safe is this sport in the video,secondary,8
xMNmGr96O9U,v_xMNmGr96O9U_7,how safe is this sport in the video,security,8
XCfrjEJkl3M,v_XCfrjEJkl3M_7,how safe is this sport in the video,security,8
30hcRe-5_3M,v_30hcRe-5_3M_8,how safe is this sport in the video,secondary,8
9ZVWD0ZKXZg,v_9ZVWD0ZKXZg_10,how safe is this sport in the video,danger,8
836UrVGw6GI,v_836UrVGw6GI_8,how safe is this sport in the video,danger,8
mZYWfmsYQPA,v_mZYWfmsYQPA_7,how safe is this sport in the video,security,8
NDq29HQJVP0,v_NDq29HQJVP0_9,how safe is this sport in the video,danger,8
98ukqD62X5s,v_98ukqD62X5s_8,how safe is this sport in the video,security,8
nc_NMp3vAH0,v_nc_NMp3vAH0_9,how safe is this sport in the video,security,8
mnNgZ-D5cKc,v_mnNgZ-D5cKc_8,how safe is this sport in the video,danger,8
16czjUF1AA4,v_16czjUF1AA4_9,how safe is this sport in the video,danger,8
mvRoVXRGVGw,v_mvRoVXRGVGw_8,how safe is this sport in the video,danger,8
XxW4XWySzOw,v_XxW4XWySzOw_7,how safe is this sport in the video,danger,8
NjD6iWI3NvM,v_NjD6iWI3NvM_10,how safe is this sport in the video,security,8
87F9xGaMwCw,v_87F9xGaMwCw_7,how safe is this sport in the video,security,8
28LdZLfdmMQ,v_28LdZLfdmMQ_8,how safe is this sport in the video,danger,8
9eniCub7u60,v_9eniCub7u60_6,how safe is this sport in the video,security,8
NJRrhNrEMsk,v_NJRrhNrEMsk_8,how safe is this activity in the video,danger,8
N9VOdVOiPNM,v_N9VOdVOiPNM_8,how safe is this activity in the video,danger,8
mVAP-WyEc7w,v_mVAP-WyEc7w_9,how safe is this activity in the video,danger,8
6O4S2CpRB0A,v_6O4S2CpRB0A_7,how safe is this activity of tug-of-war,secondary,8
_zqj6daJo9U,v__zqj6daJo9U_8,how safe is this activity of weightlifting,secondary,8
iuXjatyFcwo,v_iuXjatyFcwo_10,how safe is this activity of weightlifting,secondary,8
P6Oq6C9X0fw,v_P6Oq6C9X0fw_8,what is the season in the video,winter,8
jhy6npIdn5o,v_jhy6npIdn5o_9,what is the season in the video,winter,8
-pkfcMUIEMo,v_-pkfcMUIEMo_7,what is the season in the video,winter,8
yCpdDJAW-jU,v_yCpdDJAW-jU_10,what is the season in the video,winter,8
PdwWFueQErM,v_PdwWFueQErM_7,what is the season in the video,winter,8
-pK2JheWido,v_-pK2JheWido_8,what is the season in the video,winter,8
BBKSKU6dGGk,v_BBKSKU6dGGk_7,what is the season in the video,winter,8
yGTIEmZ7S2w,v_yGTIEmZ7S2w_10,what is the gender of the person in the video,male,8
mLFjww64sX8,v_mLFjww64sX8_9,what is the gender of the barber,male,8
rrpEOrMpBuE,v_rrpEOrMpBuE_8,what is the gender of the person with a camel,male,8
sqv3M6MPKjQ,v_sqv3M6MPKjQ_9,what is the gender of the kid,male,8
K1LiXUpoSmI,v_K1LiXUpoSmI_8,what is the gender of the kid,male,8
kBTqTp0SKq8,v_kBTqTp0SKq8_8,what is the gender of the kid holding a stick,female,8
k6pN0WRr2Ws,v_k6pN0WRr2Ws_8,what is the gender of the coach,female,8
LjPKKqe-VO0,v_LjPKKqe-VO0_8,what is the gender of the coach,male,8
sRNqK_QZbMs,v_sRNqK_QZbMs_9,what is the gender of the coach,male,8
sPK-sbHIb3w,v_sPK-sbHIb3w_9,what is the gender of the coach,male,8
2CegApogJd4,v_2CegApogJd4_7,what is the gender of the player,male,8
b0qGo-HT5iQ,v_b0qGo-HT5iQ_9,what is the gender of the doctor,male,8
TGffgRXc1eQ,v_TGffgRXc1eQ_8,what is the gender of the host,male,8
SYh-j9bK_ls,v_SYh-j9bK_ls_9,what is the gender of the cheerleader,female,8
03c6QhTMDSs,v_03c6QhTMDSs_7,what is the gender of the person in striped closthes,female,8
sNTOUuE7ZfM,v_sNTOUuE7ZfM_9,what is the gender of the person with a tie,male,8
m731tx8N5-Y,v_m731tx8N5-Y_9,what is the gender of the bald person,male,8
jDlvGWOdcqU,v_jDlvGWOdcqU_8,what is the gender of the person in jeans,male,8
LsVCwr6qPmY,v_LsVCwr6qPmY_9,what is the gender of the person in blue clothes,male,8
LYTWYSqsTCE,v_LYTWYSqsTCE_9,what is the gender of the person in blue clothes,male,8
-vY2uUmv6Dk,v_-vY2uUmv6Dk_9,what is the gender of the person in red clothes,male,8
T3A88zsRuVs,v_T3A88zsRuVs_9,what is the gender of the person in red clothes,male,8
m73Cod-PmMQ,v_m73Cod-PmMQ_9,what is the gender of the person in red clothes,female,8
4j_LRkB4T6c,v_4j_LRkB4T6c_7,what is the gender of the person in red clothes,female,8
r2H-cnti8GI,v_r2H-cnti8GI_6,what is the gender of the person in a black and white coat,male,8
QdmcjM2fluo,v_QdmcjM2fluo_6,what is the gender of the person in a black and white coat,male,8
QImpWj3AJcY,v_QImpWj3AJcY_6,what is the gender of the person in a black and white coat,male,8
N4qhryre_TE,v_N4qhryre_TE_6,what is the gender of the person in a black and white coat,female,8
ZLJ2BmBkLJg,v_ZLJ2BmBkLJg_6,what is the gender of the person in a black and white coat,male,8
zTHkqpNFGno,v_zTHkqpNFGno_7,what is the gender of the person in a black and white coat,female,8
eg2s5lOfKGI,v_eg2s5lOfKGI_7,what is the gender of the person in a black and white coat,female,8
zO5JMTzLDHw,v_zO5JMTzLDHw_7,what is the gender of the person in a black and white coat,male,8
SidTquTAtyk,v_SidTquTAtyk_9,what is the gender of the person in black clothes,male,8
mek9Zodu8LM,v_mek9Zodu8LM_9,what is the gender of the person in black clothes,female,8
mUmSJps9WJI,v_mUmSJps9WJI_6,what is the gender of the person in black clothes,male,8
Ynvd8OuXKGw,v_Ynvd8OuXKGw_9,what is the gender of the person in black clothes,female,8
mV07bEBkIcM,v_mV07bEBkIcM_6,what is the gender of the person in black clothes,female,8
3PsxzgeMv5w,v_3PsxzgeMv5w_8,what is the gender of the person in black clothes,male,8
4_jDgRsOGvY,v_4_jDgRsOGvY_6,what is the gender of the person in black clothes,male,8
Son8UiVlzu0,v_Son8UiVlzu0_9,what is the gender of the person in black clothes,male,8
RLBfyIVpocE,v_RLBfyIVpocE_8,what is the gender of the person in black clothes,male,8
nhQTxZlzG1Q,v_nhQTxZlzG1Q_7,what is the gender of the person in black clothes,female,8
YVqRQDkdA8U,v_YVqRQDkdA8U_6,what is the gender of the person in black clothes,female,8
wdvQC41PGPk,v_wdvQC41PGPk_6,what is the gender of the person in black clothes,male,8
W2Mh01F3K5c,v_W2Mh01F3K5c_7,what is the gender of the person in black clothes,male,8
z8x3wUZYOaM,v_z8x3wUZYOaM_7,what is the gender of the person in black clothes,female,8
X6CBZwwRdQQ,v_X6CBZwwRdQQ_10,what is the gender of the person in black clothes,female,8
0iqx7o5WYW8,v_0iqx7o5WYW8_7,what is the gender of the person in a black hat,female,8
gWTndmDHZQc,v_gWTndmDHZQc_6,what is the gender of the person in a black shirt,male,8
1YU4MSK80cQ,v_1YU4MSK80cQ_9,what is the gender of the person in a black vest,female,8
qWgF9hxNbP8,v_qWgF9hxNbP8_10,what is the gender of the person in a black vest,male,8
ZgdMnfTqblw,v_ZgdMnfTqblw_6,what is the gender of the person in a black vest,male,8
g9lNpSAtHgI,v_g9lNpSAtHgI_6,what is the gender of the person in a blue apron,female,8
qiupddjDHDg,v_qiupddjDHDg_10,what is the gender of the person in a blue coat,male,8
rCLGy2NA0aE,v_rCLGy2NA0aE_6,what is the gender of the person in a blue coat,male,8
oGU7m7rCZ-Y,v_oGU7m7rCZ-Y_10,what is the gender of the person in a blue coat,male,8
YvPoAOrjX5I,v_YvPoAOrjX5I_10,what is the gender of the person in a blue coat,male,8
qiTQ02NDSlQ,v_qiTQ02NDSlQ_7,what is the gender of the person in a blue coat,female,8
XI7qJHE61zo,v_XI7qJHE61zo_6,what is the gender of the person in blue clothes,male,8
zxpQHLwZCug,v_zxpQHLwZCug_7,what is the gender of the person in blue clothes,male,8
MVA568rRjzQ,v_MVA568rRjzQ_7,what is the gender of the person in blue clothes,male,8
T62XjoKbN8M,v_T62XjoKbN8M_9,what is the gender of the person in blue clothes,male,8
yRQpolWhJ6A,v_yRQpolWhJ6A_9,what is the gender of the person in blue clothes,female,8
lPw_BRbPw5s,v_lPw_BRbPw5s_8,what is the gender of the person in blue clothes,male,8
G_rVqf_hwXw,v_G_rVqf_hwXw_6,what is the gender of the person in a dark blue coat,female,8
brJIpRGcBFU,v_brJIpRGcBFU_9,what is the gender of the person in gray clothes,male,8
g1na24Bd5Rs,v_g1na24Bd5Rs_7,what is the gender of the person in gray clothes,male,8
mkGUacg0GRc,v_mkGUacg0GRc_9,what is the gender of the person in gray clothes,male,8
1xtKGlUp4Vg,v_1xtKGlUp4Vg_9,what is the gender of the person in gray clothes,female,8
ZnKB0U96ZI4,v_ZnKB0U96ZI4_7,what is the gender of the person in a gray tshirt,male,8
pzTqZWPubk8,v_pzTqZWPubk8_6,what is the gender of the person in a gray tshirt,male,8
qZMcbBsQorE,v_qZMcbBsQorE_7,what is the gender of the person in a gray vest,female,8
GjcRJzPjbRI,v_GjcRJzPjbRI_9,what is the gender of the person in a gray vest,male,8
zKYiTA6WBS4,v_zKYiTA6WBS4_6,what is the gender of the person in a green coat,female,8
zPQodcasmSA,v_zPQodcasmSA_8,what is the gender of the person in a green coat,male,8
ZJnXQw84xvo,v_ZJnXQw84xvo_6,what is the gender of the person in a green coat,female,8
QX5e5Mla660,v_QX5e5Mla660_6,what is the gender of the person in a green coat,male,8
mMm1LfVb8Pg,v_mMm1LfVb8Pg_9,what is the gender of the person in green clothes,female,8
meNgZdu8tIk,v_meNgZdu8tIk_9,what is the gender of the person in green clothes,male,8
OFTkwnSh-sQ,v_OFTkwnSh-sQ_10,what is the gender of the person in green clothes,male,8
gZB_XrTnDCI,v_gZB_XrTnDCI_7,what is the gender of the person in green clothes,male,8
gNUCdXGxp0w,v_gNUCdXGxp0w_7,what is the gender of the person in a green vest,female,8
Z-sWZUYL0ZU,v_Z-sWZUYL0ZU_8,what is the gender of the person in a gray coat,male,8
SJ7jk5XAjng,v_SJ7jk5XAjng_9,what is the gender of the person in a hat,male,8
1lwG-y_QCkc,v_1lwG-y_QCkc_8,what is the gender of the person in a hat,male,8
4z0meF-_b1I,v_4z0meF-_b1I_9,what is the gender of the person in a hat,male,8
rnI9vGr5V1k,v_rnI9vGr5V1k_8,what is the gender of the person in plaid clothes,male,8
rGOOlcdpfLg,v_rGOOlcdpfLg_8,what is the gender of the person in a plaid coat,female,8
Q5HdVXF390c,v_Q5HdVXF390c_6,what is the gender of the person in a plaid shirt,male,8
qGLRri_c6n8,v_qGLRri_c6n8_6,what is the gender of the person in a pink coat,female,8
1IbkFHNA7fg,v_1IbkFHNA7fg_8,what is the gender of the person in a plaid shirt,male,8
gOnp3DZxeKU,v_gOnp3DZxeKU_6,what is the gender of the person in purple clothes,female,8
OccEAILrU7M,v_OccEAILrU7M_10,what is the gender of the person in purple clothes,male,8
nGKc2t-NMYc,v_nGKc2t-NMYc_6,what is the gender of the person in purple clothes,female,8
Z-zG845frso,v_Z-zG845frso_6,what is the gender of the person in a red coat,female,8
zpaS2iYrJjk,v_zpaS2iYrJjk_6,what is the gender of the person in a red coat,female,8
qKp2QCheLwU,v_qKp2QCheLwU_6,what is the gender of the person in a red hat,male,8
gkwLhml3mnA,v_gkwLhml3mnA_7,what is the gender of the person in a white tshirt,female,8
pYaZLHpl_Ww,v_pYaZLHpl_Ww_6,what is the gender of the person in a striped shirt,female,8
ZxCdhz4ep0s,v_ZxCdhz4ep0s_6,what is the gender of the person in a striped shirt,male,8
lUil9HfTzJ0,v_lUil9HfTzJ0_9,what is the gender of the person in a colorful swimsuit,female,8
SPjv6P5fxug,v_SPjv6P5fxug_9,what is the gender of the person in a colorful swimsuit,female,8
qZtdMXkHRXw,v_qZtdMXkHRXw_6,what is the gender of the person in a white coat,male,8
NZskwwovSZI,v_NZskwwovSZI_10,what is the gender of the person in white clothes,female,8
XCfrjEJkl3M,v_XCfrjEJkl3M_8,what is the gender of the person in white clothes,male,8
gsQ-OEvrxjo,v_gsQ-OEvrxjo_6,what is the gender of the person in white clothes,female,8
nc_NMp3vAH0,v_nc_NMp3vAH0_10,what is the gender of the person in white clothes,male,8
YMOYyt3kSOs,v_YMOYyt3kSOs_10,what is the gender of the person in white clothes,female,8
ghHZ9M-jx0w,v_ghHZ9M-jx0w_7,what is the gender of the person in white clothes,female,8
